City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
341,usevia,-7.1,31.2333,291.74,47,2,1.1,TZ,1686871615
342,machico,32.7,-16.7667,294.82,84,20,4.12,PT,1686871615
343,ramanuj ganj,23.8,83.7,301.45,38,17,2.32,IN,1686871615
344,nova xavantina,-14.6667,-52.35,294.63,69,95,1.51,BR,1686871385
345,yerofey pavlovich,53.9667,121.9667,282.66,82,100,3.93,RU,1686871615
346,airway heights,47.6446,-117.5933,295.72,36,40,3.09,US,1686871615
347,paran'ga,56.7039,49.4047,285.48,81,21,1.94,RU,1686871615
348,kittila,67.6647,24.8936,283.49,57,0,3.6,FI,1686871616
349,praya,14.9215,-23.5087,297.45,83,20,7.72,CV,1686871616
350,plastun,44.7561,136.2939,294.15,58,3,0.87,RU,1686871616
351,vallenar,-28.5708,-70.7581,291.4,8,5,0.81,CL,1686871404
352,ust'-kulom,61.6864,53.6902,285.05,63,15,4.02,RU,1686871616
353,aykhal,66.0,111.5,280.16,82,71,9.07,RU,1686871325
354,birjand,32.8663,59.2211,292.41,14,0,4.12,IR,1686871616
355,iron mountain,45.8202,-88.066,285.18,76,100,5.14,US,1686871581
356,at taj,24.2049,23.2857,305.06,15,0,3.49,LY,1686871616
357,zalingei,12.9096,23.4741,298.87,60,95,1.74,SD,1686871617
358,cadale,2.7603,46.3222,298.78,85,61,8.22,SO,1686871360
359,enriquillo,17.9,-71.2333,301.97,82,47,5.18,DO,1686871617
360,acapulco de juarez,16.8634,-99.8901,306.05,58,0,5.14,MX,1686871617
361,hamilton,39.1834,-84.5333,300.62,54,75,2.57,US,1686871160
